Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
dev01-acquisition.cr.usgs.gov,usgs.gov,http://dev01-acquisition.cr.usgs.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,False,True
dev01-application01.cr.usgs.gov,usgs.gov,http://dev01-application01.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dev01-earthquake.cr.usgs.gov,usgs.gov,http://dev01-earthquake.cr.usgs.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
dev02-acquisition.cr.usgs.gov,usgs.gov,http://dev02-acquisition.cr.usgs.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,False,True
dev02-application01.cr.usgs.gov,usgs.gov,http://dev02-application01.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dev06.xnet.samhsa.gov,samhsa.gov,http://dev06.xnet.samhsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dev1.wrh.noaa.gov,noaa.gov,http://dev1.wrh.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dev1.www.irs.gov,irs.gov,http://dev1.www.irs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dev12.xnet.samhsa.gov,samhsa.gov,http://dev12.xnet.samhsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devaircrafticing.grc.nasa.gov,nasa.gov,http://devaircrafticing.grc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devc-iqrs.npdb.hrsa.gov,hrsa.gov,http://devc-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devc.npdb.hrsa.gov,hrsa.gov,http://devc.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
deve-iqrs.npdb.hrsa.gov,hrsa.gov,http://deve-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
deve.npdb.hrsa.gov,hrsa.gov,http://deve.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
developer.dol.gov,dol.gov,http://developer.dol.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
developer.epa.gov,epa.gov,https://developer.epa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
developer.irisdev.ncep.noaa.gov,noaa.gov,http://developer.irisdev.ncep.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
developer.nps.gov,nps.gov,https://developer.nps.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
developer.uspto.gov,uspto.gov,https://developer.uspto.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,True,True,True
development.cnss.gov,cnss.gov,http://development.cnss.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
development.iad.gov,iad.gov,http://development.iad.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
development.usmint.gov,usmint.gov,https://development.usmint.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
devfs.ess.usda.gov,usda.gov,http://devfs.ess.usda.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devglovis.cr.usgs.gov,usgs.gov,http://devglovis.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devgrchistory.grc.nasa.gov,nasa.gov,http://devgrchistory.grc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devilslake.noaa.gov,noaa.gov,http://www.devilslake.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devise.ed.gov,ed.gov,http://devise.ed.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devlca.cr.usgs.gov,usgs.gov,http://devlca.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devphenology.cr.usgs.gov,usgs.gov,http://devphenology.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devtopotools.cr.usgs.gov,usgs.gov,http://devtopotools.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devvegdri.cr.usgs.gov,usgs.gov,http://devvegdri.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devwebws01.opadev.dol.gov,dol.gov,http://devwebws01.opadev.dol.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
devwww.forfeiture.gov,forfeiture.gov,https://devwww.forfeiture.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
dewscmsd.psb.bls.gov,bls.gov,http://dewscmsd.psb.bls.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dewscmsp.psb.bls.gov,bls.gov,http://dewscmsp.psb.bls.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dewscmspreview.psb.bls.gov,bls.gov,http://dewscmspreview.psb.bls.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dewscmst.psb.bls.gov,bls.gov,http://dewscmst.psb.bls.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dewscmstpreview.psb.bls.gov,bls.gov,http://dewscmstpreview.psb.bls.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dfas.usajobs.gov,usajobs.gov,https://dfas.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dhs-test.fas.gsa.gov,gsa.gov,http://dhs-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dhs.usajobs.gov,usajobs.gov,https://dhs.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dhsadvantage.gsa.gov,gsa.gov,https://www.dhsadvantage.gsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includesSubDomains,31536000,False,False,False,False,True,True,True
diablo.cnrfc.noaa.gov,noaa.gov,http://diablo.cnrfc.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dieteticinternship.va.gov,va.gov,http://www.dieteticinternship.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
digitallibraryadmin.ba.ad.ssa.gov,ssa.gov,http://digitallibraryadmin.ba.ad.ssa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
digitop-nal-usda-gov.d2.nal.usda.gov,usda.gov,http://digitop-nal-usda-gov.d2.nal.usda.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
digitop.nal.usda.gov,usda.gov,https://digitop.nal.usda.gov,True,False,,True,True,True,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,False,True
dimrc.nlm.nih.gov,nih.gov,https://dimrc.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
dintra03.epa.gov,epa.gov,http://dintra03.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
diplomacy.state.gov,state.gov,https://diplomacy.state.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dirac.nist.gov,nist.gov,http://dirac.nist.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
direct.ed.gov,ed.gov,https://direct.ed.gov,True,False,,True,True,False,True,False,False,False,True,max-age=7200,7200,False,False,False,False,True,True,False
director.gsfc.nasa.gov,nasa.gov,http://director.gsfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
directorsblog.blogs.census.gov,census.gov,http://directorsblog.blogs.census.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
directreadout.noaa.gov,noaa.gov,http://directreadout.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
disaster.nlm.nih.gov,nih.gov,https://disaster.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
disasterinfo.nlm.nih.gov,nih.gov,https://disasterinfo.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
disasterlit.nlm.nih.gov,nih.gov,https://disasterlit.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
disasters-dev.nasa.gov,nasa.gov,http://disasters-dev.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
disasters-stage.nasa.gov,nasa.gov,http://disasters-stage.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
disasters.nasa.gov,nasa.gov,https://disasters.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
disc-beta.gsfc.nasa.gov,nasa.gov,http://disc-beta.gsfc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
disc.gsfc.nasa.gov,nasa.gov,https://disc.gsfc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubdomains;,31536000,True,False,False,False,True,True,True
disc.sci.gsfc.nasa.gov,nasa.gov,https://disc.sci.gsfc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubdomains;,31536000,True,False,False,False,True,True,True
discoverjpl.jpl.nasa.gov,nasa.gov,http://discoverjpl.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
discovery-dev.msfc.nasa.gov,nasa.gov,http://discovery-dev.msfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
discovery-staging.18f.gov,18f.gov,https://discovery-staging.18f.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
discovery-staging.msfc.nasa.gov,nasa.gov,http://discovery-staging.msfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
discovery.larc.nasa.gov,nasa.gov,https://discovery.larc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
discovery.msfc.nasa.gov,nasa.gov,https://discovery.msfc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=600; includeSubdomains;,600,True,False,False,False,False,False,False
discovery.nasa.gov,nasa.gov,https://discovery.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=600; includeSubdomains;,600,True,False,False,False,False,False,False
discoverynewfrontiers-staging.msfc.nasa.gov,nasa.gov,http://discoverynewfrontiers-staging.msfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
discoverynewfrontiers.msfc.nasa.gov,nasa.gov,https://discoverynewfrontiers.msfc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=600; includeSubdomains;,600,True,False,False,False,False,False,False
discoverynewfrontiers.nasa.gov,nasa.gov,https://discoverynewfrontiers.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=600; includeSubdomains;,600,True,False,False,False,False,False,False
diseasemaps.usgs.gov,usgs.gov,https://diseasemaps.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=3600; includeSubDomains;,3600,True,False,False,False,True,True,False
disposal.gsa.gov,gsa.gov,https://disposal.gsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
diversity.defense.gov,defense.gov,http://diversity.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
diversity.va.gov,va.gov,http://www.diversity.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dj.edit.usembassy.gov,usembassy.gov,https://dj.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3DC8BT8TWcOvanX6aXDQIdv0TpFVQ%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3DD8k2yfEQo4NagK_8xcuzmox30ahpDHldXF_dY62n4vk%26hd%3Damerica.gov%26from_login%3D1%26as%3D65ff732548204b76&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dj.usembassy.gov,usembassy.gov,https://dj.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dk.edit.usembassy.gov,usembassy.gov,https://dk.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3Dsy5LBMD2w9MJPJnwsWbF1dSZpUw%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3D9Xb_fLPUW-D1SmYrh2YuY7tGfBl60DbDEUSGwdSY4jM%26hd%3Damerica.gov%26from_login%3D1%26as%3D308f2f262e1f18be&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dk.usembassy.gov,usembassy.gov,https://dk.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dlmf-dev.nist.gov,nist.gov,http://dlmf-dev.nist.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dlmf.nist.gov,nist.gov,http://dlmf.nist.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dlnrover.grc.nasa.gov,nasa.gov,https://dlnrover.grc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,True,True,True
dm-mars.jpl.nasa.gov,nasa.gov,http://dm-mars.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dm-webix.jpl.nasa.gov,nasa.gov,http://dm-webix.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dm.usda.gov,usda.gov,https://www.dm.usda.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains",31536000,False,False,False,False,True,True,True
dnaregistry.niehs.nih.gov,nih.gov,https://dnaregistry.niehs.nih.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000 ; includeSubDomains, max-age=70369609; includeSubDomains",31536000,True,False,False,False,True,True,True
dnaregistrydev.niehs.nih.gov,nih.gov,http://dnaregistrydev.niehs.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
doc.ecpic.gov,ecpic.gov,https://doc.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doc.usajobs.gov,usajobs.gov,https://doc.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
docs.lib.noaa.gov,noaa.gov,https://docs.lib.noaa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
doctest.ecpic.gov,ecpic.gov,https://doctest.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
documentation.uts.nlm.nih.gov,nih.gov,https://documentation.uts.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
dod-dcpas.usajobs.gov,usajobs.gov,https://dod-dcpas.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dod.usajobs.gov,usajobs.gov,https://dod.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dodcio.defense.gov,defense.gov,http://dodcio.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
dodsioo.defense.gov,defense.gov,http://dodsioo.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
doe.ecpic.gov,ecpic.gov,https://doe.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doe.usajobs.gov,usajobs.gov,https://doe.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
doetest.ecpic.gov,ecpic.gov,https://doetest.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doi.ecpic.gov,ecpic.gov,https://doi.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doi.usajobs.gov,usajobs.gov,https://doi.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
doitest.ecpic.gov,ecpic.gov,https://doitest.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doj.ecpic.gov,ecpic.gov,https://doj.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doj.usajobs.gov,usajobs.gov,https://doj.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dojnet.doj.gov,doj.gov,http://dojnet.doj.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dojtest.ecpic.gov,ecpic.gov,https://dojtest.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
dol.ecpic.gov,ecpic.gov,https://dol.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
dolcontentdev.opadev.dol.gov,dol.gov,http://dolcontentdev.opadev.dol.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
doltest.ecpic.gov,ecpic.gov,https://doltest.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
doms.jpl.nasa.gov,nasa.gov,http://doms.jpl.nasa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
don-physician.usajobs.gov,usajobs.gov,https://don-physician.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
don.usajobs.gov,usajobs.gov,https://don.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
donate.peacecorps.gov,peacecorps.gov,https://donate.peacecorps.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
donotpay.treas.gov,treas.gov,https://donotpay.treas.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
donotpay.treasury.gov,treasury.gov,http://donotpay.treasury.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,False,True
doris.nesdis-hq.noaa.gov,noaa.gov,http://doris.nesdis-hq.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dot.usajobs.gov,usajobs.gov,https://dot.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
dpcld.defense.gov,defense.gov,http://dpcld.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
dr-complaints.donotcall.gov,donotcall.gov,https://dr-complaints.donotcall.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
dr-www.donotcall.gov,donotcall.gov,https://dr-www.donotcall.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
dr-www.ftccomplaintassistant.gov,ftccomplaintassistant.gov,https://dr-www.ftccomplaintassistant.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
dr2.ed.gov,ed.gov,http://dr2.ed.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dr2.nlm.nih.gov,nih.gov,https://dr2.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
draft.osha.gov,osha.gov,http://draft.osha.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drh6raviz001f01.ofr.treas.gov,treas.gov,http://drh6raviz001f01.ofr.treas.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drivethru.fas.gsa.gov,gsa.gov,http://drivethru.fas.gsa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
drivethru.gsa.gov,gsa.gov,https://drivethru.gsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
drivethrub.fas.gsa.gov,gsa.gov,http://drivethrub.fas.gsa.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False,False,True,False,False
drivethrub.gsa.gov,gsa.gov,http://drivethrub.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drivethrud.fas.gsa.gov,gsa.gov,http://drivethrud.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drupal-sb-stage.cloud.hhs.gov,hhs.gov,http://drupal-sb-stage.cloud.hhs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drupal-www.dol.gov,dol.gov,http://drupal-www.dol.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drupal.lcacommons.gov,lcacommons.gov,https://drupal.lcacommons.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,True,True,True
drupal3.epa.gov,epa.gov,http://drupal3.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
drupaltest.rrb.gov,rrb.gov,http://drupaltest.rrb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dsbs.sba.gov,sba.gov,http://dsbs.sba.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
dscovr-old.gsfc.nasa.gov,nasa.gov,http://dscovr-old.gsfc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dscovr-pz.gsfc.nasa.gov,nasa.gov,http://dscovr-pz.gsfc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
dscovr.gsfc.nasa.gov,nasa.gov,http://dscovr.gsfc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
dsd-web6.dev.demo.census.gov,census.gov,http://dsd-web6.dev.demo.census.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dsfa.nmfs.noaa.gov,noaa.gov,http://dsfa.nmfs.noaa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
dualicons-forecast.weather.gov,weather.gov,http://dualicons-forecast.weather.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dubai.usconsulate.gov,usconsulate.gov,https://dubai.usconsulate.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
dublin.va.gov,va.gov,http://www.dublin.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
durham.hsrd.research.va.gov,va.gov,http://www.durham.hsrd.research.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
durham.va.gov,va.gov,http://www.durham.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dusas.noaa.gov,noaa.gov,https://dusas.noaa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
dvlottery.state.gov,state.gov,http://dvlottery.state.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
dvlpapps.rma.usda.gov,usda.gov,http://dvlpapps.rma.usda.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dweb.sba.gov,sba.gov,http://dweb.sba.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dx12.jsc.nasa.gov,nasa.gov,https://dx12.jsc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,False,True
dx14.jsc.nasa.gov,nasa.gov,https://dx14.jsc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,False,True
dz.edit.usembassy.gov,usembassy.gov,https://dz.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3DqcaTPEFtxHoSS0zmJUpCI45XK0Y%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3DrIjBZoczt6UYhO1Q_YLAbkTpMumIB9jmuAhnGouu2RQ%26hd%3Damerica.gov%26from_login%3D1%26as%3Dd80d3e36edac48c&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
