Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
cttso.gov,http://cttso.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
cuidadodesalud.gov,https://www.cuidadodesalud.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;preload,31536000,False,False,False,False
cupcao.gov,http://www.cupcao.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
cwc.gov,http://cwc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
cybercrime.gov,http://www.cybercrime.gov,True,True,http://www.justice.gov/criminal-ccips,False,False,False,False,False,False,False,,,False,False,False,False
data.gov,http://www.data.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
dcpsa.gov,http://dcpsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
dcsc.gov,http://www.dcsc.gov,True,True,http://www.dccourts.gov/systemdown.html,False,False,False,False,False,True,False,,,False,False,False,False
dea.gov,http://www.dea.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
deadiversion.gov,http://deadiversion.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
deals.gov,http://deals.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
defense.gov,http://www.defense.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
democraticleader.gov,http://www.democraticleader.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
democraticwhip.gov,http://www.democraticwhip.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
democrats.gov,http://democrats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
dems.gov,http://www.dems.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
denali.gov,http://denali.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
dfafacts.gov,http://dfafacts.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
dhhs.gov,http://www.dhhs.gov,True,True,http://www.hhs.gov/,False,False,False,False,False,False,False,,,False,False,False,False
dhs.gov,http://www.dhs.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
diabetescommittee.gov,http://www.diabetescommittee.gov,True,True,http://www.niddk.nih.gov/about-niddk/advisory-coordinating-committees/diabetes-mellitus-interagency-coordinating-committee/pages/background.aspx,False,False,False,False,False,False,False,,,False,False,False,False
dietaryguidelines.gov,http://www.dietaryguidelines.gov,True,True,http://www.health.gov/dietaryguidelines/,False,False,False,False,False,False,False,,,False,False,True,False
digitalgov.gov,http://www.digitalgov.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
digitalliteracy.gov,http://www.digitalliteracy.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
digitalpreservation.gov,http://digitalpreservation.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
digitalstewardship.gov,http://www.digitalstewardship.gov,True,True,http://www.digitalpreservation.gov/ndsa/,False,False,False,False,False,True,False,,,False,False,False,False
digitizationguidelines.gov,http://digitizationguidelines.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
directoasucuenta.gov,https://www.directoasucuenta.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
disability.gov,https://www.disability.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
disasterassistance.gov,http://www.disasterassistance.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
disastercontractingassistance.gov,http://disastercontractingassistance.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
disasterhousing.gov,http://disasterhousing.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
distracteddriving.gov,http://distracteddriving.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
distraction.gov,http://www.distraction.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
dna.gov,http://www.dna.gov,True,True,http://nij.gov/topics/forensics/pages/welcome.aspx,False,False,False,False,False,False,False,,,False,False,True,False
dnfsb.gov,http://www.dnfsb.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
dni.gov,http://www.dni.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
dnsops.gov,http://www.dnsops.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
doc.gov,http://www.doc.gov,True,True,http://www.commerce.gov/,False,False,False,False,False,False,False,,,False,False,False,False
docline.gov,https://www.docline.gov,True,False,,True,True,True,True,False,False,False,,,False,False,False,False
dod.gov,http://www.dod.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
doe.gov,http://www.doe.gov,True,True,http://www.energy.gov/,False,False,False,False,False,False,False,,,False,False,True,False
doeal.gov,http://doeal.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
doi.gov,http://www.doi.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
doioig.gov,http://www.doioig.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
dol-esa.gov,http://dol-esa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
dol.gov,http://dol.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
doleta.gov,http://doleta.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
donotcall.gov,https://donotcall.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
dontserveteens.gov,http://www.dontserveteens.gov,True,True,http://www.consumer.ftc.gov/features/feature-0028-we-dont-serve-teens,False,False,False,False,False,False,False,,,False,False,False,False
dot.gov,http://www.dot.gov,True,True,http://www.transportation.gov/,True,False,True,False,False,False,False,,,False,False,True,False
dotgov.gov,https://www.dotgov.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
dotideahub.gov,https://www.dotideahub.gov,True,True,https://auth.smext.faa.gov/arcotafm/login.jsp?type=33554433&realmoid=06-16e686be-7e29-4490-a22c-43993d9c4c80&guid=&smauthreason=0&method=get&smagentname=-sm-r7w5rb5nqz%2fty9pqfq1dauej9zrbhvilnoile%2fhnb455pdabxqedps0po%2f1%2fqwvw&target=-sm-https%3a%2f%2fwww%2edotideahub%2egov%2f,True,True,False,True,False,False,False,,,False,False,False,False
dottrafficrecords.gov,http://dottrafficrecords.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
dottrcc.gov,http://dottrcc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
drought.gov,http://www.drought.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
drugabuse.gov,http://www.drugabuse.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
drugfreeworkplace.gov,http://www.drugfreeworkplace.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,False
drywallresponse.gov,http://www.drywallresponse.gov,True,True,http://www.cpsc.gov/en/safety-education/safety-education-centers/drywall-information-center/,False,False,False,False,False,True,False,,,False,False,False,False
dsac.gov,https://www.dsac.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
dtv.gov,http://www.dtv.gov,True,True,https://www.fcc.gov/digital-television,False,False,False,False,False,False,False,,,False,False,False,False
e-qip.gov,http://www.e-qip.gov,True,True,,False,False,False,True,False,True,False,,,False,False,False,False
e3.gov,http://e3.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
eac.gov,http://www.eac.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
earmarks.gov,http://www.earmarks.gov,True,True,https://earmarks.omb.gov/earmarks-public/,True,False,False,True,False,False,True,max-age=86400,86400,True,True,False,False
earthquake.gov,http://www.earthquake.gov,True,True,http://earthquake.usgs.gov/,False,False,False,False,False,True,False,,,False,False,False,False
ecfr.gov,http://www.ecfr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
economicinclusion.gov,https://economicinclusion.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
econsumer.gov,http://econsumer.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ecopartnerships.gov,http://ecopartnerships.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ecpic.gov,https://www.ecpic.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
ecr.gov,http://www.ecr.gov,True,True,http://www.udall.gov/ourprograms/institute/institute.aspx,True,False,False,False,False,False,False,,,False,False,False,False
ed.gov,http://www.ed.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
eda.gov,http://eda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
edison.gov,http://www.edison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?type=33554433&realmoid=06-dc4d00e8-1464-45e1-937f-0525407c30fd&guid=&smauthreason=0&method=get&smagentname=-sm-938pymolvb4vrdexo04lzudvdvc%2b3899byineajusuvwnigfb2zrpwicivygcogg&target=-sm-http%3a%2f%2fpublic%2eera%2enih%2egov%2fiedison,False,False,False,False,False,True,False,,,False,False,False,False
edpubs.gov,http://www.edpubs.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
education.gov,http://www.education.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
educationjobsfund.gov,http://www.educationjobsfund.gov,True,True,http://www.recovery.gov/ejf/pages/home.aspx,False,False,False,False,False,True,False,,,False,False,True,False
eeoc.gov,http://eeoc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
efaca.gov,http://efaca.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
eforms.gov,http://www.eforms.gov,True,True,https://my.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
eftps.gov,https://www.eftps.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
egov.gov,http://www.egov.gov,True,True,https://www.whitehouse.gov/omb/e-gov,True,False,False,False,False,False,False,,,False,False,False,False
eia.gov,http://www.eia.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
eldercare.gov,http://www.eldercare.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
emergency-federal-register.gov,http://emergency-federal-register.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,True,False,False,False,,,False,False,True,False
empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
ems.gov,http://ems.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
endingthedocumentgame.gov,http://endingthedocumentgame.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
energy.gov,http://energy.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
energyplus.gov,http://www.energyplus.gov,True,True,http://apps1.eere.energy.gov/buildings/energyplus/?utm_source=energyplus&utm_medium=redirect&utm_campaign=energyplus%2bredirect%2b1,False,False,False,False,False,True,False,,,False,False,False,False
energysaver.gov,http://www.energysaver.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,,,False,False,False,False
energysavers.gov,http://www.energysavers.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,,,False,False,False,False
energystar.gov,http://www.energystar.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
eop.gov,http://www.eop.gov,True,True,https://www.whitehouse.gov/redirected-from-eop,True,False,False,False,False,False,False,,,False,False,False,False
epa-echo.gov,http://epa-echo.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
epa-otis.gov,http://epa-otis.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
epa.gov,http://epa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
epls.gov,http://www.epls.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
erdc.gov,http://erdc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
errp.gov,http://www.errp.gov,True,True,http://www.cms.gov/cciio/programs-and-initiatives/insurance-programs/early-retiree-reinsurance-program.html,False,False,False,False,False,True,False,,,False,False,False,False
esa.gov,http://esa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
esc.gov,http://www.esc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
eseclab.gov,http://eseclab.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
espanol.gov,http://www.espanol.gov,True,True,http://www.usa.gov/gobiernousa/,False,False,False,False,False,True,False,,,False,False,False,False
espanolforlawenforcement.gov,http://espanolforlawenforcement.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
esrs.gov,https://www.esrs.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
eta-find.gov,https://www.eta-find.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ethics.gov,http://www.ethics.gov,True,True,http://ethics.data.gov/,True,False,False,False,False,False,False,,,False,False,False,False
ethicsburg.gov,http://www.ethicsburg.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
evergladesrestoration.gov,http://www.evergladesrestoration.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
execsec.gov,http://www.execsec.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
exim.gov,http://exim.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
eximcoop.gov,http://eximcoop.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
exploretsp.gov,http://www.exploretsp.gov,True,True,https://www.tsp.gov/index.shtml,False,False,False,True,False,True,False,,,False,False,False,False
export.gov,http://export.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
exrwh.gov,http://exrwh.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
eyenote.gov,http://eyenote.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
faa.gov,http://www.faa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
faasafety.gov,http://www.faasafety.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
faca.gov,http://www.faca.gov,True,True,http://www.gsa.gov/portal/content/104514,True,False,False,False,False,False,False,,,False,False,False,False
facadatabase.gov,http://facadatabase.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fafsa.gov,http://fafsa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fai.gov,http://www.fai.gov,True,False,,False,False,True,False,True,False,False,,,False,False,False,False
fan.gov,https://www.fan.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
fapiis.gov,https://fapiis.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
faq.gov,http://www.faq.gov,True,True,http://www.usa.gov/contact/faq.shtml,False,False,False,False,False,True,False,,,False,False,False,False
fara.gov,http://www.fara.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
farmerclaims.gov,https://www.farmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
fasab.gov,http://fasab.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fatherhood.gov,https://fatherhood.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
fbi.gov,https://www.fbi.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
fbiic.gov,http://www.fbiic.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
fbijobs.gov,https://www.fbijobs.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fca.gov,http://fca.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
fccuniversity.gov,http://www.fccuniversity.gov,True,True,https://gm2.geolearning.com/geonext/fcc/login.geo,False,False,False,True,False,True,False,,,False,False,False,False
fcg.gov,http://www.fcg.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
fcic.gov,http://www.fcic.gov,True,True,http://cybercemetery.unt.edu/archive/fcic/20110310172443/http://fcic.gov/,False,False,False,False,False,False,False,,,False,False,False,False
fcsic.gov,http://fcsic.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fcsm.gov,http://fcsm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fda.gov,http://www.fda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fdic.gov,https://fdic.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fdicbets.gov,http://fdicbets.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fdicconnect.gov,http://www.fdicconnect.gov,True,True,,False,False,False,True,False,True,False,,,False,False,True,False
fdicig.gov,http://fdicig.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fdicoig.gov,http://fdicoig.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fdicsales.gov,http://fdicsales.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fdicseguro.gov,http://fdicseguro.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fdlp.gov,http://www.fdlp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fdms.gov,https://www.fdms.gov,True,False,,True,True,True,True,False,False,False,,,False,False,False,False
fdr.gov,https://www.fdr.gov,True,False,,False,True,False,True,False,False,False,,,False,False,False,False
fdsys.gov,http://www.fdsys.gov,True,True,http://www.gpo.gov/fdsys/,False,False,False,False,False,False,False,,,False,False,False,False
feb.gov,http://feb.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fec.gov,http://fec.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fedbizopps.gov,http://www.fedbizopps.gov,True,True,https://www.fbo.gov/,True,False,False,True,False,False,False,,,False,False,False,False
fedcentennial.gov,http://fedcentennial.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fedcenter.gov,https://www.fedcenter.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fedcir.gov,http://fedcir.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalaccountability.gov,http://www.federalaccountability.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
federalcourts.gov,http://www.federalcourts.gov,True,True,http://www.uscourts.gov/,False,False,False,False,False,True,False,,,False,False,True,False
federalinvestments.gov,http://federalinvestments.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
federaljobs.gov,http://www.federaljobs.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
federalmentoringcouncil.gov,http://federalmentoringcouncil.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalprobation.gov,http://www.federalprobation.gov,True,True,http://www.uscourts.gov/services-forms/probation-and-pretrial-services,False,False,False,False,False,True,False,,,False,False,True,False
federalregister.gov,https://www.federalregister.gov,True,False,,True,True,False,False,False,False,True,max-age=15552000; includeSubDomains; preload,15552000,True,True,False,False
federalreporting.gov,http://www.federalreporting.gov,True,True,http://www.recovery.gov/arra/faq/pages/recipientreporting.aspx,False,False,False,False,False,True,False,,,False,False,True,False
federalreserve.gov,http://federalreserve.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
federalreserve100.gov,http://federalreserve100.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalreserve2013.gov,http://federalreserve2013.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalreservecentennial.gov,http://federalreservecentennial.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalreservecentennialcelebration.gov,http://federalreservecentennialcelebration.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
federalreserveconsumerhelp.gov,http://federalreserveconsumerhelp.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
federalrules.gov,http://www.federalrules.gov,True,True,http://www.uscourts.gov/rules-policies,False,False,False,False,False,True,False,,,False,False,True,False
federaltransparency.gov,http://federaltransparency.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fedforms.gov,http://www.fedforms.gov,True,True,http://www.usa.gov/topics/reference-shelf/forms.shtml,False,False,False,False,False,True,False,,,False,False,False,False
fedidcard.gov,http://fedidcard.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fedinfo.gov,http://fedinfo.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fedinvest.gov,http://fedinvest.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fedjobs.gov,http://www.fedjobs.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
fedpartnership.gov,https://fedpartnership.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fedramp.gov,http://www.fedramp.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fedrealestate.gov,http://fedrealestate.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fedreg.gov,http://www.fedreg.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
fedrooms.gov,http://fedrooms.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fedshirevets.gov,http://fedshirevets.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fedstats.gov,http://fedstats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
feedthefuture.gov,http://feedthefuture.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
fegli.gov,http://www.fegli.gov,True,True,http://www.opm.gov/healthcare-insurance/life-insurance,True,False,False,False,False,False,False,,,False,False,False,False
fema.gov,http://www.fema.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
femalefarmerclaims.gov,https://www.femalefarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
ferc.gov,http://ferc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fercalt.gov,http://fercalt.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fero.gov,http://fero.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ffiec.gov,http://www.ffiec.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
fgdc.gov,http://fgdc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fha.gov,http://www.fha.gov,True,True,http://portal.hud.gov/hudportal/hud?src=/federal_housing_administration,False,False,False,False,False,False,False,,,False,False,False,False
fhfa.gov,http://www.fhfa.gov,True,False,,False,False,True,False,True,False,False,,,False,False,False,False
fhfaoig.gov,http://www.fhfaoig.gov,True,False,,False,False,False,True,False,False,False,,,False,False,False,False
fhfb.gov,http://fhfb.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fido.gov,http://fido.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fightingmalaria.gov,http://fightingmalaria.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
financialresearch.gov,http://financialresearch.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
financialstability.gov,http://www.financialstability.gov,True,True,http://www.treasury.gov/initiatives/financial-stability/pages/default.aspx,False,False,False,False,False,True,False,,,False,False,False,False
fincen.gov,http://fincen.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
findyouthinfo.gov,http://www.findyouthinfo.gov,True,True,http://youth.gov/,False,False,False,False,True,True,False,,,False,False,False,False
firecode.gov,http://www.firecode.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fireinstitute.gov,http://fireinstitute.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fireleadership.gov,http://www.fireleadership.gov,True,False,,False,False,False,False,True,True,False,,,False,False,True,False
firenet.gov,http://www.firenet.gov,True,True,https://sites.google.com/a/firenet.gov/www/,False,False,False,False,False,False,False,,,False,False,True,False
firescience.gov,http://www.firescience.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
firstfreedom.gov,http://www.firstfreedom.gov,True,True,http://www.justice.gov/crt/spec_topics/religiousdiscrimination/,False,False,False,False,False,False,False,,,False,False,False,False
firstgov.gov,http://www.firstgov.gov,True,True,http://www.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
firstnet.gov,http://firstnet.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
firstresponder.gov,http://www.firstresponder.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
firstrespondertraining.gov,https://www.firstrespondertraining.gov,True,False,,True,True,True,True,False,False,False,,,False,False,True,False
fiscalcommission.gov,https://www.fiscalcommission.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
fitness.gov,http://fitness.gov,True,False,,False,False,False,False,False,True,False,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False
fjc.gov,http://www.fjc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
fleta.gov,https://www.fleta.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fletc.gov,https://www.fletc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
flightschoolcandidates.gov,https://www.flightschoolcandidates.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
floodsmart.gov,https://www.floodsmart.gov,True,False,,True,True,True,False,False,False,False,,,False,False,False,False
flra.gov,http://flra.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
flu.gov,http://www.flu.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fmc.gov,http://www.fmc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fmcs.gov,http://www.fmcs.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
fmi.gov,http://fmi.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fmip.gov,http://www.fmip.gov,True,True,http://www.freight.dot.gov/fmip/index.cfm,False,False,False,False,False,True,False,,,False,False,False,False
fmshrc.gov,http://fmshrc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
fnal.gov,http://fnal.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
foia.gov,http://www.foia.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
foodsafety.gov,http://www.foodsafety.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
foodsafetyjobs.gov,http://www.foodsafetyjobs.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/careers,False,False,False,False,False,True,False,,,False,False,False,False
foodsafetyworkinggroup.gov,http://www.foodsafetyworkinggroup.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fordlibrarymuseum.gov,http://fordlibrarymuseum.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
foreignassistance.gov,http://www.foreignassistance.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
forestsandrangelands.gov,http://forestsandrangelands.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
forfeiture.gov,http://www.forfeiture.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
forms.gov,http://www.forms.gov,True,True,https://my.usa.gov/,False,False,False,False,False,False,False,,,False,False,False,False
fpds.gov,http://www.fpds.gov,True,False,,True,False,False,True,False,False,False,,,False,False,False,False
fpki-lab.gov,http://fpki-lab.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
fpki.gov,http://fpki.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frb.fed.us,http://frb.fed.us,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frb.gov,http://frb.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
