Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preloaded
egov.gov,egov.gov,http://www.egov.gov,True,True,https://www.whitehouse.gov/omb/e-gov,True,False,False,False,False,False,False,False,,,False,False,False
eguardian.gov,eguardian.gov,http://eguardian.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
eia.gov,eia.gov,http://www.eia.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
eldercare.gov,eldercare.gov,http://www.eldercare.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
elderjustice.gov,elderjustice.gov,http://www.elderjustice.gov,True,True,https://www.justice.gov/elderjustice,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
emergency-federal-register.gov,emergency-federal-register.gov,http://www.emergency-federal-register.gov,True,True,https://www.archives.gov/federal-register,False,False,False,False,False,False,False,False,,,False,False,False
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False
ems.gov,ems.gov,https://www.ems.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
energy.gov,energy.gov,http://energy.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
energycodes.gov,energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000,15768000,False,False,False
energysaver.gov,energysaver.gov,http://www.energysaver.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,,,False,False,False
energysavers.gov,energysavers.gov,http://www.energysavers.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,,,False,False,False
energystar.gov,energystar.gov,https://www.energystar.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
eop.gov,eop.gov,http://www.eop.gov,True,True,https://www.whitehouse.gov/redirected-from-eop,True,False,False,False,False,False,False,False,,,False,False,False
epa.gov,epa.gov,https://www.epa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload;,31536000,False,False,False
epic.gov,epic.gov,https://www.epic.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload",31536000,True,True,False
erdc.gov,erdc.gov,http://erdc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
errp.gov,errp.gov,http://www.errp.gov,True,True,https://www.cms.gov/CCIIO/Programs-and-Initiatives/Insurance-Programs/Early-Retiree-Reinsurance-Program.html,False,False,False,False,False,True,False,False,,,False,False,False
esa.gov,esa.gov,http://esa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
esc.gov,esc.gov,http://www.esc.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
eseclab.gov,eseclab.gov,http://eseclab.gov,True,True,,False,False,False,True,True,True,False,False,,,False,False,False
espanolforlawenforcement.gov,espanolforlawenforcement.gov,http://espanolforlawenforcement.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
esrs.gov,esrs.gov,https://esrs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False
eta-find.gov,eta-find.gov,https://www.eta-find.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
ethics.gov,ethics.gov,http://www.ethics.gov,True,True,https://ethics.data.gov/,True,False,False,False,False,False,False,False,,,False,False,False
ethicsburg.gov,ethicsburg.gov,http://www.ethicsburg.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
evergladesrestoration.gov,evergladesrestoration.gov,http://evergladesrestoration.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
everykid.gov,everykid.gov,http://everykid.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
everykidinapark.gov,everykidinapark.gov,https://everykidinapark.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
evus.gov,evus.gov,https://www.evus.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
execsec.gov,execsec.gov,http://www.execsec.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
exim.gov,exim.gov,http://www.exim.gov,True,True,,False,False,False,False,False,False,False,False,,,False,False,False
exploretsp.gov,exploretsp.gov,http://www.exploretsp.gov,True,True,https://www.tsp.gov/index.html,True,False,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
export.gov,export.gov,https://www.export.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False
exrwh.gov,exrwh.gov,http://exrwh.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
eyenote.gov,eyenote.gov,http://eyenote.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
faa.gov,faa.gov,https://www.faa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=1800; includeSubDomains,1800,False,False,False
faasafety.gov,faasafety.gov,https://www.faasafety.gov,True,False,,True,True,False,True,False,False,False,True,max-age=16070400,16070400,False,False,False
faca.gov,faca.gov,http://www.faca.gov,True,True,https://www.gsa.gov/portal/content/104514,True,False,False,False,False,False,False,False,,,False,False,False
facadatabase.gov,facadatabase.gov,http://facadatabase.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
fafsa.gov,fafsa.gov,https://fafsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fai.gov,fai.gov,https://www.fai.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fan.gov,fan.gov,https://www.fan.gov,True,False,,False,True,False,False,True,False,False,False,,,False,False,False
fapiis.gov,fapiis.gov,https://www.fapiis.gov,True,False,,False,True,True,True,True,False,False,False,,,False,False,False
faq.gov,faq.gov,http://www.faq.gov,True,True,https://www.usa.gov/contact-by-topic,True,False,False,False,False,False,False,False,,,False,False,False
fara.gov,fara.gov,https://www.fara.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
farmerclaims.gov,farmerclaims.gov,https://www.farmerclaims.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fasab.gov,fasab.gov,http://fasab.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
fatherhood.gov,fatherhood.gov,https://www.fatherhood.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,True
fbi.gov,fbi.gov,https://www.fbi.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
fbiic.gov,fbiic.gov,https://www.fbiic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False
fbijobs.gov,fbijobs.gov,https://fbijobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
fbo.gov,fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False
fca.gov,fca.gov,http://fca.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
fcc.gov,fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False
fccuniversity.gov,fccuniversity.gov,http://www.fccuniversity.gov,True,True,https://gm2.geolearning.com/geonext/fcc/login.geo,False,False,False,True,False,True,False,False,,,False,False,False
fcg.gov,fcg.gov,https://www.fcg.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fcic.gov,fcic.gov,http://www.fcic.gov,True,True,https://cybercemetery.unt.edu/archive/fcic/20110310172443/http://fcic.gov/,False,False,False,False,False,True,False,False,,,False,False,False
fcsic.gov,fcsic.gov,http://fcsic.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
fda.gov,fda.gov,http://www.fda.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
fdic.gov,fdic.gov,https://fdic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False
fdicconnect.gov,fdicconnect.gov,http://www.fdicconnect.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
fdicig.gov,fdicig.gov,https://www.fdicig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fdicoig.gov,fdicoig.gov,http://www.fdicoig.gov,True,True,https://www.fdicig.gov/,True,False,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fdicsales.gov,fdicsales.gov,http://fdicsales.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fdicseguro.gov,fdicseguro.gov,https://fdicseguro.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False
fdlp.gov,fdlp.gov,https://www.fdlp.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fdms.gov,fdms.gov,https://www.fdms.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;  includeSubDomains; preload,31536000,True,True,False
fdsys.gov,fdsys.gov,https://www.fdsys.gov,True,True,https://www.gpo.gov/fdsys/,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,True
fea.gov,fea.gov,http://www.fea.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
feb.gov,feb.gov,https://feb.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fec.gov,fec.gov,http://fec.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
fed.us,fed.us,http://fed.us,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fedbizopps.gov,fedbizopps.gov,http://www.fedbizopps.gov,True,True,https://www.fbo.gov/,True,False,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False
fedcentennial.gov,fedcentennial.gov,http://fedcentennial.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fedcenter.gov,fedcenter.gov,https://www.fedcenter.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
federalcourts.gov,federalcourts.gov,http://www.federalcourts.gov,True,True,http://www.uscourts.gov/,False,False,False,False,False,True,False,False,,,False,False,False
federalinvestments.gov,federalinvestments.gov,http://federalinvestments.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
federaljobs.gov,federaljobs.gov,http://www.federaljobs.gov,True,True,,False,False,False,False,False,True,False,False,,,True,False,False
federalmentoringcouncil.gov,federalmentoringcouncil.gov,http://federalmentoringcouncil.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
federalprobation.gov,federalprobation.gov,http://www.federalprobation.gov,True,True,http://www.uscourts.gov/services-forms/probation-and-pretrial-services,False,False,False,False,False,True,False,False,,,False,False,False
federalregister.gov,federalregister.gov,https://www.federalregister.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000,15552000,False,False,True
federalreserve.gov,federalreserve.gov,https://www.federalreserve.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False
federalreserve100.gov,federalreserve100.gov,http://federalreserve100.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
federalreserve2013.gov,federalreserve2013.gov,http://federalreserve2013.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
federalreservecentennial.gov,federalreservecentennial.gov,http://federalreservecentennial.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
federalreservecentennialcelebration.gov,federalreservecentennialcelebration.gov,http://federalreservecentennialcelebration.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,http://federalreserveconsumerhelp.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
federalrules.gov,federalrules.gov,http://www.federalrules.gov,True,True,http://www.uscourts.gov/rules-policies,False,False,False,False,False,True,False,False,,,False,False,False
federalspending.gov,federalspending.gov,http://federalspending.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fedidcard.gov,fedidcard.gov,http://fedidcard.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
fedinfo.gov,fedinfo.gov,http://fedinfo.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fedinvest.gov,fedinvest.gov,http://fedinvest.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
fedjobs.gov,fedjobs.gov,http://www.fedjobs.gov,True,True,,False,False,False,False,False,True,False,False,,,True,False,False
fedpartnership.gov,fedpartnership.gov,http://fedpartnership.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fedramp.gov,fedramp.gov,https://www.fedramp.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
fedreg.gov,fedreg.gov,http://www.fedreg.gov,True,False,,False,False,False,True,True,False,True,False,,,False,False,False
fedrooms.gov,fedrooms.gov,https://www.fedrooms.gov,True,True,https://www.gsa.gov/portal/content/104419,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fedshirevets.gov,fedshirevets.gov,https://fedshirevets.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fedspending.gov,fedspending.gov,http://www.fedspending.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
feedthefuture.gov,feedthefuture.gov,https://feedthefuture.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
fegli.gov,fegli.gov,https://www.fegli.gov,True,True,https://www.opm.gov/healthcare-insurance/life-insurance,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fema.gov,fema.gov,https://www.fema.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False
femalefarmerclaims.gov,femalefarmerclaims.gov,https://www.femalefarmerclaims.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
ferc.gov,ferc.gov,https://www.ferc.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fercalt.gov,fercalt.gov,http://www.fercalt.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
ffiec.gov,ffiec.gov,https://www.ffiec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False
fgdc.gov,fgdc.gov,https://fgdc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
fha.gov,fha.gov,http://fha.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
fhfa.gov,fhfa.gov,http://www.fhfa.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False
fhfaoig.gov,fhfaoig.gov,https://www.fhfaoig.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False
fhfb.gov,fhfb.gov,http://fhfb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fido.gov,fido.gov,http://fido.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
financialresearch.gov,financialresearch.gov,https://www.financialresearch.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False
financialstability.gov,financialstability.gov,http://www.financialstability.gov,True,True,https://www.treasury.gov/initiatives/financial-stability/Pages/default.aspx,False,False,False,False,False,True,False,False,,,False,False,False
fincen.gov,fincen.gov,https://www.fincen.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
findyouthinfo.gov,findyouthinfo.gov,http://findyouthinfo.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
firecode.gov,firecode.gov,http://www.firecode.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False
fireinstitute.gov,fireinstitute.gov,http://fireinstitute.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fireleadership.gov,fireleadership.gov,https://www.fireleadership.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
firenet.gov,firenet.gov,http://www.firenet.gov,True,True,https://sites.google.com/a/firenet.gov/www/,False,False,False,False,False,False,False,False,,,False,False,False
firescience.gov,firescience.gov,http://www.firescience.gov,True,True,,False,False,False,False,True,False,False,False,,,False,False,False
firstfreedom.gov,firstfreedom.gov,http://www.firstfreedom.gov,True,True,https://www.justice.gov/crt/combating-religious-discrimination-and-protecting-religious-freedom-12,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
firstgov.gov,firstgov.gov,http://www.firstgov.gov,True,True,https://www.usa.gov,True,False,False,False,False,False,False,False,,,False,False,False
firstnet.gov,firstnet.gov,http://firstnet.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
firstresponder.gov,firstresponder.gov,http://www.firstresponder.gov,True,True,https://www.dhs.gov/science-and-technology/first-responders,True,False,False,True,False,False,False,False,,,False,False,False
firstrespondertraining.gov,firstrespondertraining.gov,https://www.firstrespondertraining.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fiscalcommission.gov,fiscalcommission.gov,https://www.fiscalcommission.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fishwatch.gov,fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False
fitness.gov,fitness.gov,https://www.fitness.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000;includeSubDomains;,31536000,True,False,False
fjc.gov,fjc.gov,http://www.fjc.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
fleta.gov,fleta.gov,https://www.fleta.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fletc.gov,fletc.gov,https://www.fletc.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
flightschoolcandidates.gov,flightschoolcandidates.gov,https://flightschoolcandidates.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,True
floodsmart.gov,floodsmart.gov,https://www.floodsmart.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False
flra.gov,flra.gov,https://www.flra.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000; includeSubDomains; preload,15768000,True,True,True
flu.gov,flu.gov,http://www.flu.gov,True,True,http://www.cdc.gov/flu/,False,False,False,False,False,True,False,False,,,False,False,False
fmc.gov,fmc.gov,http://www.fmc.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
fmcs.gov,fmcs.gov,https://fmcs.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False
fmi.gov,fmi.gov,https://fmi.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
fmshrc.gov,fmshrc.gov,http://fmshrc.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
fnal.gov,fnal.gov,http://fnal.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
foia.gov,foia.gov,https://www.foia.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
foodsafety.gov,foodsafety.gov,https://www.foodsafety.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000;includeSubDomains;,31536000,False,False,False
foodsafetyjobs.gov,foodsafetyjobs.gov,https://www.foodsafetyjobs.gov,True,True,https://www.fsis.usda.gov/wps/portal/fsis/topics/careers,True,True,False,True,False,False,False,False,,,False,False,False
foodsafetyworkinggroup.gov,foodsafetyworkinggroup.gov,http://www.foodsafetyworkinggroup.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
fordlibrarymuseum.gov,fordlibrarymuseum.gov,https://fordlibrarymuseum.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
foreignassistance.gov,foreignassistance.gov,http://www.foreignassistance.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
forensicscience.gov,forensicscience.gov,http://www.forensicscience.gov,True,True,https://webconference.atf.gov/aacpa/,False,False,False,True,True,True,False,False,,,False,False,False
forestsandrangelands.gov,forestsandrangelands.gov,http://forestsandrangelands.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False
forfeiture.gov,forfeiture.gov,http://www.forfeiture.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
forms.gov,forms.gov,http://www.forms.gov,True,True,https://www.usa.gov/federal-agencies/a,True,False,False,True,False,False,False,False,,,False,False,False
fpc.gov,fpc.gov,https://www.fpc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
fpds.gov,fpds.gov,https://fpds.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fpi.gov,fpi.gov,http://fpi.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fpisc.gov,fpisc.gov,http://fpisc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fpki-lab.gov,fpki-lab.gov,http://fpki-lab.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fpki.gov,fpki.gov,http://fpki.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frb.fed.us,fed.us,http://frb.fed.us,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frb.gov,frb.gov,http://frb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frc.gov,frc.gov,http://frc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
freecreditreport.gov,freecreditreport.gov,http://www.freecreditreport.gov,True,True,https://www.consumer.ftc.gov/articles/0155-free-credit-reports,False,False,False,False,False,False,False,False,,,False,False,False
freshempire.gov,freshempire.gov,http://www.freshempire.gov,True,True,https://freshempire.betobaccofree.hhs.gov/,True,False,False,True,False,False,False,True,max-age= 31536000;includeSubDomains;,31536000,False,False,False
frpg.gov,frpg.gov,https://www.frpg.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False
frpp-pa.gov,frpp-pa.gov,http://frpp-pa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frs.gov,frs.gov,http://frs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frtib.gov,frtib.gov,https://www.frtib.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
frtibtest.gov,frtibtest.gov,http://frtibtest.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
frtr.gov,frtr.gov,https://frtr.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
fruitsandveggiesmatter.gov,fruitsandveggiesmatter.gov,http://www.fruitsandveggiesmatter.gov,True,True,https://www.choosemyplate.gov/MyPlate,False,False,False,False,False,True,False,False,,,False,False,False
fs.fed.us,fed.us,http://fs.fed.us,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
fsafeds.gov,fsafeds.gov,http://www.fsafeds.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
fsapubs.gov,fsapubs.gov,https://fsapubs.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
fsd.gov,fsd.gov,https://www.fsd.gov,True,False,,False,True,False,True,True,False,False,True,max-age=15768000; includeSubDomains;,15768000,True,False,False
fsgb.gov,fsgb.gov,https://www.fsgb.gov,True,False,,False,True,False,True,True,False,False,True,max-age=164198472;,164198472,False,False,False
fsoc.gov,fsoc.gov,http://www.fsoc.gov,True,True,https://www.treasury.gov/initiatives/fsoc/Pages/home.aspx,False,False,False,False,False,True,False,False,,,False,False,False
fsrs.gov,fsrs.gov,https://fsrs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False
ftc.gov,ftc.gov,https://www.ftc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,True
ftccomplaintassistant.gov,ftccomplaintassistant.gov,https://ftccomplaintassistant.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True
ftcefile.gov,ftcefile.gov,https://ftcefile.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
fttesttwai.gov,fttesttwai.gov,https://fttesttwai.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536001; includeSubDomains,31536001,True,False,False
fueleconomy.gov,fueleconomy.gov,http://fueleconomy.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
fvap.gov,fvap.gov,https://www.fvap.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
fws.gov,fws.gov,https://www.fws.gov,True,False,,True,True,False,True,False,False,False,False,max-age=0,0,False,False,False
g5.gov,g5.gov,https://www.g5.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False
gao.gov,gao.gov,http://gao.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
gaonet.gov,gaonet.gov,http://gaonet.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
gcdamp.gov,gcdamp.gov,http://www.gcdamp.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
gcmrc.gov,gcmrc.gov,http://www.gcmrc.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
genbank.gov,genbank.gov,http://genbank.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
genome.gov,genome.gov,https://www.genome.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
geocommunicator.gov,geocommunicator.gov,http://www.geocommunicator.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
geomac.gov,geomac.gov,https://www.geomac.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False
geoplatform.gov,geoplatform.gov,https://www.geoplatform.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
georgewbushlibrary.gov,georgewbushlibrary.gov,http://www.georgewbushlibrary.gov,True,True,https://georgewbushlibrary.smu.edu/,True,False,False,True,False,False,False,False,,,False,False,False
getinvolved.gov,getinvolved.gov,http://www.getinvolved.gov,True,True,https://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,False,,,False,False,False
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,https://www.getsmartaboutdrugs.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=63072000; includeSubdomains;, max-age=400;includeSubDomains",63072000,True,False,False
getyouhome.gov,getyouhome.gov,https://www.getyouhome.gov,True,True,https://www.cbp.gov/travel/us-citizens/western-hemisphere-travel-initiative,False,True,False,True,False,True,False,False,,,False,False,False
ghi.gov,ghi.gov,https://ghi.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
ginniemae.gov,ginniemae.gov,http://www.ginniemae.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
